Núm,Projeto,Relator,Atribuído a,Prioridade,Gravidade,Freqüência,Versão do Produto,Categoria,Data de Envio,SO,Versão SO,Plataforma,Visibilidade,Atualizado,Resumo,Estado,Resolução,Corrigido na Versão
0003411,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste1,novo,aberto,
0003410,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003409,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003408,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste1,novo,aberto,
0003407,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003406,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003405,Desafio jMeter Project 1,Treinamento01,,normal,recurso,às vezes,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste 01,novo,aberto,
0003404,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003403,Desafio jMeter Project 1,Treinamento14,emanuelle.menali,normal,grande,sempre,,Teste,2020-01-25,,,,público,2020-01-25,This is a summary.,atribuído,aberto,
0003402,Desafio jMeter Project 1,Treinamento01,,normal,recurso,às vezes,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste 01,novo,aberto,
0003401,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003400,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003399,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003398,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003397,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003396,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,1398031946,novo,aberto,
0003395,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 15330,novo,aberto,
0003394,Desafio jMeter Project 1,Treinamento05,,normal,obstáculo,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste de preencher o resumo de teste base 2,novo,aberto,
0003393,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 65428,novo,aberto,
0003392,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003391,Desafio jMeter Project 1,Treinamento14,emanuelle.menali,normal,grande,sempre,,Teste,2020-01-25,,,,público,2020-01-25,This is a summary.,atribuído,aberto,
0003390,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003389,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003388,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 48072,novo,aberto,
0003387,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 54942,novo,aberto,
0003386,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automático do usuário Treinamento02,novo,aberto,
0003385,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003384,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003383,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003382,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003381,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003380,Desafio jMeter Project 1,Treinamento01,,normal,recurso,às vezes,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste 01,novo,aberto,
0003379,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,7771026822,novo,aberto,
0003378,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,2940850443,novo,aberto,
0003377,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 13578,novo,aberto,
0003376,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003375,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003374,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003373,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003372,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003371,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,9242218975,novo,aberto,
0003370,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003369,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003368,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 98180,novo,aberto,
0003367,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automático do usuário Treinamento02,novo,aberto,
0003366,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 52154,novo,aberto,
0003365,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 18588,novo,aberto,
0003364,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003363,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003362,Desafio jMeter Project 1,Treinamento14,emanuelle.menali,normal,grande,sempre,,Teste,2020-01-25,,,,público,2020-01-25,This is a summary.,atribuído,aberto,
0003361,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003360,Desafio jMeter Project 1,Treinamento01,,normal,pequeno,não se tentou,,principado,2020-01-25,,,,público,2020-01-25,test,novo,aberto,
0003359,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003358,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,2059167818,novo,aberto,
0003357,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003356,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003355,Desafio jMeter Project 1,Treinamento04,,normal,texto,sempre,,HA8264LR,2020-01-25,,,,público,2020-01-25,preenchendo o resumo da pagina,novo,aberto,
0003354,Desafio jMeter Project 1,Treinamento05,,normal,obstáculo,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste de preencher o resumo de teste base 2,novo,aberto,
0003353,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003352,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003351,Desafio jMeter Project 1,Treinamento05,,normal,obstáculo,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste de preencher o resumo de teste base 2,novo,aberto,
0003350,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 73658,novo,aberto,
0003349,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,4431572052,novo,aberto,
0003348,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003347,Desafio jMeter Project 1,Treinamento05,,normal,obstáculo,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste de preencher o resumo de teste base 2,novo,aberto,
0003346,Desafio jMeter Project 1,Treinamento05,,normal,obstáculo,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste de preencher o resumo de teste base 2,novo,aberto,
0003345,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003344,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,5104076370,novo,aberto,
0003343,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003342,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003341,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003340,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003339,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003338,Desafio jMeter Project 1,Treinamento01,,normal,recurso,às vezes,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste 01,novo,aberto,
0003337,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003336,Desafio jMeter Project 1,Treinamento14,emanuelle.menali,normal,grande,sempre,,Teste,2020-01-25,,,,público,2020-01-25,This is a summary.,atribuído,aberto,
0003335,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003334,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,3039657760,novo,aberto,
0003333,Desafio jMeter Project 1,Treinamento01,,normal,recurso,às vezes,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste 01,novo,aberto,
0003332,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003331,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003330,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003329,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003328,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003327,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003326,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003325,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003324,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003323,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003322,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003321,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003320,Desafio jMeter Project 1,Treinamento01,,normal,recurso,às vezes,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Teste 01,novo,aberto,
0003319,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003318,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003317,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final 2,novo,aberto,
0003316,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003315,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,não se tentou,,8SDWVXXR6F,2020-01-25,,,,público,2020-01-25,Teste manual,novo,aberto,
0003314,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,8859061511,novo,aberto,
0003313,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003312,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003311,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003310,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003309,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,f7hRrZjr,novo,aberto,
0003308,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003307,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003306,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003305,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003304,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003303,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003302,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003301,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003300,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003299,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003298,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003297,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003296,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003295,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003294,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003293,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003292,Desafio jMeter Project 1,Treinamento10,,normal,trivial,aleatório,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento10,novo,aberto,
0003291,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003290,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Treinamento Teste,atribuído,aberto,
0003289,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003288,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003287,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003286,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003285,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003284,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003283,Desafio jMeter Project 1,Treinamento13,,normal,travamento,sempre,,a,2020-01-25,,,,público,2020-01-25,Sistema trava ao emitir relatório,novo,aberto,
0003282,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
